areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,,,
region,North West,E12000002,08/04/2022,38,23943,,,
region,North West,E12000002,07/04/2022,28,23905,,,
region,North West,E12000002,06/04/2022,28,23877,,,
region,North West,E12000002,05/04/2022,27,23849,,,
region,North West,E12000002,04/04/2022,27,23822,,,
region,North West,E12000002,03/04/2022,34,23795,,,
region,North West,E12000002,02/04/2022,35,23761,,,
region,North West,E12000002,01/04/2022,31,23726,,,
region,North West,E12000002,31/03/2022,30,23695,,,
region,North West,E12000002,30/03/2022,27,23665,,,
region,North West,E12000002,29/03/2022,28,23638,,,
region,North West,E12000002,28/03/2022,36,23610,,,
region,North West,E12000002,27/03/2022,26,23574,,,
region,North West,E12000002,26/03/2022,21,23548,,,
region,North West,E12000002,25/03/2022,22,23527,,,
region,North West,E12000002,24/03/2022,20,23505,,,
region,North West,E12000002,23/03/2022,14,23485,,,
region,North West,E12000002,22/03/2022,28,23471,,,
region,North West,E12000002,21/03/2022,23,23443,,,
region,North West,E12000002,20/03/2022,22,23420,,,
region,North West,E12000002,19/03/2022,24,23398,,,
region,North West,E12000002,18/03/2022,19,23374,,,
region,North West,E12000002,17/03/2022,18,23355,,,
region,North West,E12000002,16/03/2022,27,23337,,,
region,North West,E12000002,15/03/2022,20,23310,,,
region,North West,E12000002,14/03/2022,22,23290,,,
region,North West,E12000002,13/03/2022,18,23268,,,
region,North West,E12000002,12/03/2022,10,23250,,,
region,North West,E12000002,11/03/2022,18,23240,,,
region,North West,E12000002,10/03/2022,14,23222,,,
region,North West,E12000002,09/03/2022,23,23208,,,
region,North West,E12000002,08/03/2022,14,23185,,,
region,North West,E12000002,07/03/2022,23,23171,,,
region,North West,E12000002,06/03/2022,9,23148,,,
region,North West,E12000002,05/03/2022,15,23139,,,
region,North West,E12000002,04/03/2022,16,23124,,,
region,North West,E12000002,03/03/2022,25,23108,,,
region,North West,E12000002,02/03/2022,15,23083,,,
region,North West,E12000002,01/03/2022,22,23068,,,
region,North West,E12000002,28/02/2022,23,23046,,,
region,North West,E12000002,27/02/2022,13,23023,,,
region,North West,E12000002,26/02/2022,13,23010,,,
region,North West,E12000002,25/02/2022,12,22997,,,
region,North West,E12000002,24/02/2022,23,22985,,,
region,North West,E12000002,23/02/2022,17,22962,,,
region,North West,E12000002,22/02/2022,17,22945,,,
region,North West,E12000002,21/02/2022,8,22928,,,
region,North West,E12000002,20/02/2022,13,22920,,,
region,North West,E12000002,19/02/2022,14,22907,,,
region,North West,E12000002,18/02/2022,20,22893,,,
region,North West,E12000002,17/02/2022,31,22873,,,
region,North West,E12000002,16/02/2022,26,22842,,,
region,North West,E12000002,15/02/2022,24,22816,,,
region,North West,E12000002,14/02/2022,21,22792,,,
region,North West,E12000002,13/02/2022,25,22771,,,
region,North West,E12000002,12/02/2022,19,22746,,,
region,North West,E12000002,11/02/2022,22,22727,,,
region,North West,E12000002,10/02/2022,18,22705,,,
region,North West,E12000002,09/02/2022,25,22687,,,
region,North West,E12000002,08/02/2022,23,22662,,,
region,North West,E12000002,07/02/2022,24,22639,,,
region,North West,E12000002,06/02/2022,29,22615,,,
region,North West,E12000002,05/02/2022,35,22586,,,
region,North West,E12000002,04/02/2022,21,22551,,,
region,North West,E12000002,03/02/2022,40,22530,,,
region,North West,E12000002,02/02/2022,35,22490,,,
region,North West,E12000002,01/02/2022,44,22455,,,
region,North West,E12000002,31/01/2022,30,22411,,,
region,North West,E12000002,30/01/2022,36,22381,,,
region,North West,E12000002,29/01/2022,51,22345,,,
region,North West,E12000002,28/01/2022,35,22294,,,
region,North West,E12000002,27/01/2022,48,22259,,,
region,North West,E12000002,26/01/2022,35,22211,,,
region,North West,E12000002,25/01/2022,33,22176,,,
region,North West,E12000002,24/01/2022,48,22143,,,
region,North West,E12000002,23/01/2022,36,22095,,,
region,North West,E12000002,22/01/2022,46,22059,,,
region,North West,E12000002,21/01/2022,51,22013,,,
region,North West,E12000002,20/01/2022,36,21962,,,
region,North West,E12000002,19/01/2022,38,21926,,,
region,North West,E12000002,18/01/2022,55,21888,,,
region,North West,E12000002,17/01/2022,43,21833,,,
region,North West,E12000002,16/01/2022,45,21790,,,
region,North West,E12000002,15/01/2022,54,21745,,,
region,North West,E12000002,14/01/2022,54,21691,,,
region,North West,E12000002,13/01/2022,41,21637,,,
region,North West,E12000002,12/01/2022,43,21596,,,
region,North West,E12000002,11/01/2022,42,21553,,,
region,North West,E12000002,10/01/2022,43,21511,,,
region,North West,E12000002,09/01/2022,50,21468,,,
region,North West,E12000002,08/01/2022,45,21418,,,
region,North West,E12000002,07/01/2022,47,21373,,,
region,North West,E12000002,06/01/2022,51,21326,,,
region,North West,E12000002,05/01/2022,40,21275,,,
region,North West,E12000002,04/01/2022,36,21235,,,
region,North West,E12000002,03/01/2022,24,21199,,,
region,North West,E12000002,02/01/2022,23,21175,,,
region,North West,E12000002,01/01/2022,31,21152,,,
region,North West,E12000002,31/12/2021,31,21121,,,
region,North West,E12000002,30/12/2021,33,21090,,,
region,North West,E12000002,29/12/2021,16,21057,,,
region,North West,E12000002,28/12/2021,24,21041,,,
region,North West,E12000002,27/12/2021,20,21017,,,
region,North West,E12000002,26/12/2021,9,20997,,,
region,North West,E12000002,25/12/2021,14,20988,,,
region,North West,E12000002,24/12/2021,14,20974,,,
region,North West,E12000002,23/12/2021,22,20960,,,
region,North West,E12000002,22/12/2021,13,20938,,,
region,North West,E12000002,21/12/2021,8,20925,,,
region,North West,E12000002,20/12/2021,24,20917,,,
region,North West,E12000002,19/12/2021,16,20893,,,
region,North West,E12000002,18/12/2021,11,20877,,,
region,North West,E12000002,17/12/2021,11,20866,,,
region,North West,E12000002,16/12/2021,16,20855,,,
region,North West,E12000002,15/12/2021,17,20839,,,
region,North West,E12000002,14/12/2021,18,20822,,,
region,North West,E12000002,13/12/2021,10,20804,,,
region,North West,E12000002,12/12/2021,17,20794,,,
region,North West,E12000002,11/12/2021,10,20777,,,
region,North West,E12000002,10/12/2021,14,20767,,,
region,North West,E12000002,09/12/2021,12,20753,,,
region,North West,E12000002,08/12/2021,16,20741,,,
region,North West,E12000002,07/12/2021,19,20725,,,
region,North West,E12000002,06/12/2021,10,20706,,,
region,North West,E12000002,05/12/2021,10,20696,,,
region,North West,E12000002,04/12/2021,23,20686,,,
region,North West,E12000002,03/12/2021,11,20663,,,
region,North West,E12000002,02/12/2021,8,20652,,,
region,North West,E12000002,01/12/2021,13,20644,,,
region,North West,E12000002,30/11/2021,12,20631,,,
region,North West,E12000002,29/11/2021,13,20619,,,
region,North West,E12000002,28/11/2021,13,20606,,,
region,North West,E12000002,27/11/2021,19,20593,,,
region,North West,E12000002,26/11/2021,17,20574,,,
region,North West,E12000002,25/11/2021,20,20557,,,
region,North West,E12000002,24/11/2021,11,20537,,,
region,North West,E12000002,23/11/2021,12,20526,,,
region,North West,E12000002,22/11/2021,10,20514,,,
region,North West,E12000002,21/11/2021,10,20504,,,
region,North West,E12000002,20/11/2021,17,20494,,,
region,North West,E12000002,19/11/2021,11,20477,,,
region,North West,E12000002,18/11/2021,20,20466,,,
region,North West,E12000002,17/11/2021,23,20446,,,
region,North West,E12000002,16/11/2021,30,20423,,,
region,North West,E12000002,15/11/2021,30,20393,,,
region,North West,E12000002,14/11/2021,17,20363,,,
region,North West,E12000002,13/11/2021,21,20346,,,
region,North West,E12000002,12/11/2021,17,20325,,,
region,North West,E12000002,11/11/2021,18,20308,,,
region,North West,E12000002,10/11/2021,22,20290,,,
region,North West,E12000002,09/11/2021,17,20268,,,
region,North West,E12000002,08/11/2021,26,20251,,,
region,North West,E12000002,07/11/2021,18,20225,,,
region,North West,E12000002,06/11/2021,32,20207,,,
region,North West,E12000002,05/11/2021,13,20175,,,
region,North West,E12000002,04/11/2021,24,20162,,,
region,North West,E12000002,03/11/2021,29,20138,,,
region,North West,E12000002,02/11/2021,14,20109,,,
region,North West,E12000002,01/11/2021,20,20095,,,
region,North West,E12000002,31/10/2021,25,20075,,,
region,North West,E12000002,30/10/2021,25,20050,,,
region,North West,E12000002,29/10/2021,20,20025,,,
region,North West,E12000002,28/10/2021,29,20005,,,
region,North West,E12000002,27/10/2021,17,19976,,,
region,North West,E12000002,26/10/2021,22,19959,,,
region,North West,E12000002,25/10/2021,20,19937,,,
region,North West,E12000002,24/10/2021,19,19917,,,
region,North West,E12000002,23/10/2021,21,19898,,,
region,North West,E12000002,22/10/2021,15,19877,,,
region,North West,E12000002,21/10/2021,27,19862,,,
region,North West,E12000002,20/10/2021,24,19835,,,
region,North West,E12000002,19/10/2021,15,19811,,,
region,North West,E12000002,18/10/2021,19,19796,,,
region,North West,E12000002,17/10/2021,20,19777,,,
region,North West,E12000002,16/10/2021,19,19757,,,
region,North West,E12000002,15/10/2021,19,19738,,,
region,North West,E12000002,14/10/2021,17,19719,,,
region,North West,E12000002,13/10/2021,15,19702,,,
region,North West,E12000002,12/10/2021,15,19687,,,
region,North West,E12000002,11/10/2021,16,19672,,,
region,North West,E12000002,10/10/2021,13,19656,,,
region,North West,E12000002,09/10/2021,20,19643,,,
region,North West,E12000002,08/10/2021,9,19623,,,
region,North West,E12000002,07/10/2021,19,19614,,,
region,North West,E12000002,06/10/2021,16,19595,,,
region,North West,E12000002,05/10/2021,13,19579,,,
region,North West,E12000002,04/10/2021,17,19566,,,
region,North West,E12000002,03/10/2021,16,19549,,,
region,North West,E12000002,02/10/2021,12,19533,,,
region,North West,E12000002,01/10/2021,19,19521,,,
region,North West,E12000002,30/09/2021,12,19502,,,
region,North West,E12000002,29/09/2021,10,19490,,,
region,North West,E12000002,28/09/2021,12,19480,,,
region,North West,E12000002,27/09/2021,7,19468,,,
region,North West,E12000002,26/09/2021,8,19461,,,
region,North West,E12000002,25/09/2021,16,19453,,,
region,North West,E12000002,24/09/2021,14,19437,,,
region,North West,E12000002,23/09/2021,23,19423,,,
region,North West,E12000002,22/09/2021,14,19400,,,
region,North West,E12000002,21/09/2021,13,19386,,,
region,North West,E12000002,20/09/2021,14,19373,,,
region,North West,E12000002,19/09/2021,16,19359,,,
region,North West,E12000002,18/09/2021,18,19343,,,
region,North West,E12000002,17/09/2021,21,19325,,,
region,North West,E12000002,16/09/2021,19,19304,,,
region,North West,E12000002,15/09/2021,20,19285,,,
region,North West,E12000002,14/09/2021,21,19265,,,
region,North West,E12000002,13/09/2021,14,19244,,,
region,North West,E12000002,12/09/2021,15,19230,,,
region,North West,E12000002,11/09/2021,21,19215,,,
region,North West,E12000002,10/09/2021,17,19194,,,
region,North West,E12000002,09/09/2021,21,19177,,,
region,North West,E12000002,08/09/2021,20,19156,,,
region,North West,E12000002,07/09/2021,23,19136,,,
region,North West,E12000002,06/09/2021,15,19113,,,
region,North West,E12000002,05/09/2021,21,19098,,,
region,North West,E12000002,04/09/2021,15,19077,,,
region,North West,E12000002,03/09/2021,16,19062,,,
region,North West,E12000002,02/09/2021,14,19046,,,
region,North West,E12000002,01/09/2021,11,19032,,,
region,North West,E12000002,31/08/2021,14,19021,,,
region,North West,E12000002,30/08/2021,11,19007,,,
region,North West,E12000002,29/08/2021,15,18996,,,
region,North West,E12000002,28/08/2021,13,18981,,,
region,North West,E12000002,27/08/2021,17,18968,,,
region,North West,E12000002,26/08/2021,15,18951,,,
region,North West,E12000002,25/08/2021,12,18936,,,
region,North West,E12000002,24/08/2021,20,18924,,,
region,North West,E12000002,23/08/2021,18,18904,,,
region,North West,E12000002,22/08/2021,9,18886,,,
region,North West,E12000002,21/08/2021,16,18877,,,
region,North West,E12000002,20/08/2021,17,18861,,,
region,North West,E12000002,19/08/2021,14,18844,,,
region,North West,E12000002,18/08/2021,7,18830,,,
region,North West,E12000002,17/08/2021,10,18823,,,
region,North West,E12000002,16/08/2021,11,18813,,,
region,North West,E12000002,15/08/2021,10,18802,,,
region,North West,E12000002,14/08/2021,12,18792,,,
region,North West,E12000002,13/08/2021,13,18780,,,
region,North West,E12000002,12/08/2021,16,18767,,,
region,North West,E12000002,11/08/2021,19,18751,,,
region,North West,E12000002,10/08/2021,15,18732,,,
region,North West,E12000002,09/08/2021,16,18717,,,
region,North West,E12000002,08/08/2021,13,18701,,,
region,North West,E12000002,07/08/2021,15,18688,,,
region,North West,E12000002,06/08/2021,12,18673,,,
region,North West,E12000002,05/08/2021,18,18661,,,
region,North West,E12000002,04/08/2021,13,18643,,,
region,North West,E12000002,03/08/2021,10,18630,,,
region,North West,E12000002,02/08/2021,14,18620,,,
region,North West,E12000002,01/08/2021,15,18606,,,
region,North West,E12000002,31/07/2021,10,18591,,,
region,North West,E12000002,30/07/2021,26,18581,,,
region,North West,E12000002,29/07/2021,15,18555,,,
region,North West,E12000002,28/07/2021,12,18540,,,
region,North West,E12000002,27/07/2021,17,18528,,,
region,North West,E12000002,26/07/2021,17,18511,,,
region,North West,E12000002,25/07/2021,13,18494,,,
region,North West,E12000002,24/07/2021,9,18481,,,
region,North West,E12000002,23/07/2021,16,18472,,,
region,North West,E12000002,22/07/2021,22,18456,,,
region,North West,E12000002,21/07/2021,8,18434,,,
region,North West,E12000002,20/07/2021,12,18426,,,
region,North West,E12000002,19/07/2021,14,18414,,,
region,North West,E12000002,18/07/2021,16,18400,,,
region,North West,E12000002,17/07/2021,9,18384,,,
region,North West,E12000002,16/07/2021,18,18375,,,
region,North West,E12000002,15/07/2021,15,18357,,,
region,North West,E12000002,14/07/2021,9,18342,,,
region,North West,E12000002,13/07/2021,14,18333,,,
region,North West,E12000002,12/07/2021,10,18319,,,
region,North West,E12000002,11/07/2021,12,18309,,,
region,North West,E12000002,10/07/2021,12,18297,,,
region,North West,E12000002,09/07/2021,13,18285,,,
region,North West,E12000002,08/07/2021,10,18272,,,
region,North West,E12000002,07/07/2021,8,18262,,,
region,North West,E12000002,06/07/2021,6,18254,,,
region,North West,E12000002,05/07/2021,6,18248,,,
region,North West,E12000002,04/07/2021,10,18242,,,
region,North West,E12000002,03/07/2021,7,18232,,,
region,North West,E12000002,02/07/2021,13,18225,,,
region,North West,E12000002,01/07/2021,5,18212,,,
region,North West,E12000002,30/06/2021,9,18207,,,
region,North West,E12000002,29/06/2021,7,18198,,,
region,North West,E12000002,28/06/2021,7,18191,,,
region,North West,E12000002,27/06/2021,6,18184,,,
region,North West,E12000002,26/06/2021,3,18178,,,
region,North West,E12000002,25/06/2021,7,18175,,,
region,North West,E12000002,24/06/2021,10,18168,,,
region,North West,E12000002,23/06/2021,4,18158,,,
region,North West,E12000002,22/06/2021,4,18154,,,
region,North West,E12000002,21/06/2021,10,18150,,,
region,North West,E12000002,20/06/2021,10,18140,,,
region,North West,E12000002,19/06/2021,10,18130,,,
region,North West,E12000002,18/06/2021,4,18120,,,
region,North West,E12000002,17/06/2021,1,18116,,,
region,North West,E12000002,16/06/2021,5,18115,,,
region,North West,E12000002,15/06/2021,6,18110,,,
region,North West,E12000002,14/06/2021,5,18104,,,
region,North West,E12000002,13/06/2021,0,18099,,,
region,North West,E12000002,12/06/2021,3,18099,,,
region,North West,E12000002,11/06/2021,3,18096,,,
region,North West,E12000002,10/06/2021,2,18093,,,
region,North West,E12000002,09/06/2021,3,18091,,,
region,North West,E12000002,08/06/2021,1,18088,,,
region,North West,E12000002,07/06/2021,3,18087,,,
region,North West,E12000002,06/06/2021,1,18084,,,
region,North West,E12000002,05/06/2021,2,18083,,,
region,North West,E12000002,04/06/2021,4,18081,,,
region,North West,E12000002,03/06/2021,4,18077,,,
region,North West,E12000002,02/06/2021,2,18073,,,
region,North West,E12000002,01/06/2021,1,18071,,,
region,North West,E12000002,31/05/2021,2,18070,,,
region,North West,E12000002,30/05/2021,3,18068,,,
region,North West,E12000002,29/05/2021,2,18065,,,
region,North West,E12000002,28/05/2021,3,18063,,,
region,North West,E12000002,27/05/2021,2,18060,,,
region,North West,E12000002,26/05/2021,3,18058,,,
region,North West,E12000002,25/05/2021,1,18055,,,
region,North West,E12000002,24/05/2021,2,18054,,,
