areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate
region,East of England,E12000006,20/01/2021,48783,469179,101,50709,0,6
region,East of England,E12000006,19/01/2021,45745,420396,65,50608,0,6
region,East of England,E12000006,18/01/2021,19106,374651,59,50543,0,6
region,East of England,E12000006,17/01/2021,24709,355545,92,50484,0,6
region,East of England,E12000006,16/01/2021,44701,330836,115,50392,0,6
region,East of England,E12000006,15/01/2021,36698,286135,94,50277,0,6
region,East of England,E12000006,14/01/2021,26950,249437,145,50183,0,6
region,East of England,E12000006,13/01/2021,19872,222487,323,50038,0,6
region,East of England,E12000006,12/01/2021,14746,202615,420,49715,0,6
region,East of England,E12000006,11/01/2021,9563,187869,913,49295,1,6
region,East of England,E12000006,10/01/2021,7980,178306,3437,48382,0,5
region,East of England,E12000006,09/01/2021,13284,170326,5439,44945,1,5
region,East of England,E12000006,08/01/2021,17376,157042,5560,39506,1,4
region,East of England,E12000006,07/01/2021,16621,139666,10173,33946,0,3
region,East of England,E12000006,06/01/2021,9098,123045,11087,23773,0,3
region,East of England,E12000006,05/01/2021,6389,113947,7661,12686,0,3
region,East of England,E12000006,04/01/2021,3254,107558,1025,5025,1,3
region,East of England,E12000006,03/01/2021,1520,104304,800,4000,0,2
region,East of England,E12000006,02/01/2021,1922,102784,803,3200,1,2
region,East of England,E12000006,01/01/2021,2714,100862,327,2397,0,1
region,East of England,E12000006,31/12/2020,7365,98148,793,2070,0,1
region,East of England,E12000006,30/12/2020,7754,90783,602,1277,0,1
region,East of England,E12000006,29/12/2020,3913,83029,170,675,0,1
region,East of England,E12000006,28/12/2020,540,79116,0,505,0,1
region,East of England,E12000006,27/12/2020,145,78576,0,505,0,1
region,East of England,E12000006,26/12/2020,91,78431,1,505,0,1
region,East of England,E12000006,25/12/2020,33,78340,0,504,0,1
region,East of England,E12000006,24/12/2020,2024,78307,1,504,1,1
region,East of England,E12000006,23/12/2020,4515,76283,0,503,,
region,East of England,E12000006,22/12/2020,4142,71768,4,503,,
region,East of England,E12000006,21/12/2020,4138,67626,3,499,,
region,East of England,E12000006,20/12/2020,5883,63488,0,496,,
region,East of England,E12000006,19/12/2020,7624,57605,5,496,,
region,East of England,E12000006,18/12/2020,7296,49981,12,491,,
region,East of England,E12000006,17/12/2020,11611,42685,27,479,,
region,East of England,E12000006,16/12/2020,12571,31074,26,452,,
region,East of England,E12000006,15/12/2020,8959,18503,21,426,,
region,East of England,E12000006,14/12/2020,1662,9544,18,405,,
region,East of England,E12000006,13/12/2020,1422,7882,0,387,,
region,East of England,E12000006,12/12/2020,1169,6460,0,387,,
region,East of England,E12000006,11/12/2020,1567,5291,1,387,,
region,East of England,E12000006,10/12/2020,1639,3724,0,386,,
region,East of England,E12000006,09/12/2020,1239,2085,0,386,,
region,East of England,E12000006,08/12/2020,254,846,7,386,,
region,London,E12000007,12/07/2022,276,6495206,805,6087184,1116,4405875
region,London,E12000007,11/07/2022,259,6494930,729,6086379,1154,4404759
region,London,E12000007,10/07/2022,78,6494671,398,6085650,347,4403605
region,London,E12000007,09/07/2022,348,6494593,1754,6085252,1291,4403258
region,London,E12000007,08/07/2022,286,6494245,1064,6083498,1199,4401967
region,London,E12000007,07/07/2022,265,6493959,791,6082434,1011,4400768
region,London,E12000007,06/07/2022,259,6493694,1123,6081643,1209,4399757
region,London,E12000007,05/07/2022,242,6493435,868,6080520,1064,4398548
region,London,E12000007,04/07/2022,247,6493193,796,6079652,1087,4397484
region,London,E12000007,03/07/2022,109,6492946,470,6078856,424,4396397
region,London,E12000007,02/07/2022,390,6492837,1900,6078386,1461,4395973
region,London,E12000007,01/07/2022,308,6492447,1144,6076486,1186,4394512
region,London,E12000007,30/06/2022,278,6492139,774,6075342,1094,4393326
region,London,E12000007,29/06/2022,264,6491861,806,6074568,1147,4392232
region,London,E12000007,28/06/2022,261,6491597,768,6073762,1147,4391085
region,London,E12000007,27/06/2022,266,6491336,825,6072994,1304,4389938
region,London,E12000007,26/06/2022,133,6491070,415,6072169,408,4388634
region,London,E12000007,25/06/2022,465,6490937,1602,6071754,1608,4388226
region,London,E12000007,24/06/2022,339,6490472,1075,6070152,1307,4386618
region,London,E12000007,23/06/2022,229,6490133,579,6069077,1062,4385311
region,London,E12000007,22/06/2022,256,6489904,721,6068498,1051,4384249
region,London,E12000007,21/06/2022,262,6489648,643,6067777,996,4383198
region,London,E12000007,20/06/2022,250,6489386,691,6067134,1146,4382202
region,London,E12000007,19/06/2022,114,6489136,337,6066443,354,4381056
region,London,E12000007,18/06/2022,457,6489022,1517,6066106,1355,4380702
region,London,E12000007,17/06/2022,289,6488565,789,6064589,1021,4379347
region,London,E12000007,16/06/2022,205,6488276,651,6063800,1003,4378326
region,London,E12000007,15/06/2022,256,6488071,711,6063149,1160,4377323
region,London,E12000007,14/06/2022,223,6487815,492,6062438,953,4376163
region,London,E12000007,13/06/2022,268,6487592,560,6061946,1256,4375210
region,London,E12000007,12/06/2022,114,6487324,336,6061386,382,4373954
region,London,E12000007,11/06/2022,498,6487210,1594,6061050,1731,4373572
region,London,E12000007,10/06/2022,339,6486712,939,6059456,1303,4371841
region,London,E12000007,09/06/2022,235,6486373,568,6058517,1072,4370538
region,London,E12000007,08/06/2022,296,6486138,679,6057949,1354,4369466
region,London,E12000007,07/06/2022,247,6485842,575,6057270,1176,4368112
region,London,E12000007,06/06/2022,280,6485595,657,6056695,1414,4366936
region,London,E12000007,05/06/2022,65,6485315,236,6056038,266,4365522
region,London,E12000007,04/06/2022,347,6485250,1028,6055802,1121,4365256
region,London,E12000007,03/06/2022,46,6484903,98,6054774,198,4364135
region,London,E12000007,02/06/2022,71,6484857,142,6054676,278,4363937
region,London,E12000007,01/06/2022,467,6484786,1222,6054534,1577,4363659
region,London,E12000007,31/05/2022,413,6484319,1150,6053312,1425,4362082
region,London,E12000007,30/05/2022,416,6483906,1125,6052162,1636,4360657
region,London,E12000007,29/05/2022,176,6483490,587,6051037,615,4359021
region,London,E12000007,28/05/2022,480,6483314,1448,6050450,1770,4358406
region,London,E12000007,27/05/2022,394,6482834,858,6049002,1478,4356636
region,London,E12000007,26/05/2022,271,6482440,576,6048144,1152,4355158
region,London,E12000007,25/05/2022,332,6482169,622,6047568,1391,4354006
region,London,E12000007,24/05/2022,306,6481837,606,6046946,1322,4352615
region,London,E12000007,23/05/2022,318,6481531,633,6046340,1529,4351293
region,London,E12000007,22/05/2022,193,6481213,469,6045707,561,4349764
region,London,E12000007,21/05/2022,622,6481020,1406,6045238,1928,4349203
region,London,E12000007,20/05/2022,494,6480398,904,6043832,1671,4347275
region,London,E12000007,19/05/2022,364,6479904,621,6042928,1440,4345604
region,London,E12000007,18/05/2022,406,6479540,737,6042307,1579,4344164
region,London,E12000007,17/05/2022,358,6479134,671,6041570,1442,4342585
region,London,E12000007,16/05/2022,405,6478776,838,6040899,1781,4341143
region,London,E12000007,15/05/2022,198,6478371,417,6040061,620,4339362
region,London,E12000007,14/05/2022,778,6478173,1772,6039644,1983,4338742
region,London,E12000007,13/05/2022,537,6477395,1038,6037872,1755,4336759
region,London,E12000007,12/05/2022,443,6476858,943,6036834,1561,4335004
region,London,E12000007,11/05/2022,427,6476415,913,6035891,1677,4333443
region,London,E12000007,10/05/2022,473,6475988,938,6034978,1636,4331766
region,London,E12000007,09/05/2022,447,6475515,1006,6034040,1786,4330130
region,London,E12000007,08/05/2022,288,6475068,706,6033034,786,4328344
region,London,E12000007,07/05/2022,909,6474780,2099,6032328,2388,4327558
region,London,E12000007,06/05/2022,599,6473871,1167,6030229,2015,4325170
region,London,E12000007,05/05/2022,508,6473272,972,6029062,1836,4323155
region,London,E12000007,04/05/2022,567,6472764,852,6028090,1928,4321319
region,London,E12000007,03/05/2022,477,6472197,923,6027238,1906,4319391
region,London,E12000007,02/05/2022,129,6471720,232,6026315,426,4317485
region,London,E12000007,01/05/2022,219,6471591,441,6026083,562,4317059
region,London,E12000007,30/04/2022,894,6471372,1798,6025642,2217,4316497
region,London,E12000007,29/04/2022,598,6470478,1213,6023844,1968,4314280
region,London,E12000007,28/04/2022,465,6469880,913,6022631,1665,4312312
region,London,E12000007,27/04/2022,506,6469415,876,6021718,1838,4310647
region,London,E12000007,26/04/2022,461,6468909,878,6020842,1759,4308809
region,London,E12000007,25/04/2022,544,6468448,1120,6019964,1905,4307050
region,London,E12000007,24/04/2022,302,6467904,716,6018844,784,4305145
region,London,E12000007,23/04/2022,1080,6467602,2277,6018128,2331,4304361
region,London,E12000007,22/04/2022,818,6466522,1394,6015851,2114,4302030
region,London,E12000007,21/04/2022,559,6465704,1004,6014457,1928,4299916
region,London,E12000007,20/04/2022,694,6465145,1279,6013453,2036,4297988
region,London,E12000007,19/04/2022,769,6464451,1409,6012174,2168,4295952
region,London,E12000007,18/04/2022,263,6463682,435,6010765,516,4293784
region,London,E12000007,17/04/2022,83,6463419,143,6010330,214,4293268
region,London,E12000007,16/04/2022,780,6463336,1651,6010187,1597,4293054
region,London,E12000007,15/04/2022,344,6462556,651,6008536,800,4291457
region,London,E12000007,14/04/2022,959,6462212,1712,6007885,2307,4290657
region,London,E12000007,13/04/2022,863,6461253,1590,6006173,2102,4288350
region,London,E12000007,12/04/2022,858,6460390,1657,6004583,2237,4286248
region,London,E12000007,11/04/2022,1031,6459532,1722,6002926,2558,4284011
region,London,E12000007,10/04/2022,331,6458501,681,6001204,930,4281453
region,London,E12000007,09/04/2022,1040,6458170,2358,6000523,2725,4280523
region,London,E12000007,08/04/2022,905,6457130,1895,5998165,2596,4277798
region,London,E12000007,07/04/2022,727,6456225,1321,5996270,2104,4275202
region,London,E12000007,06/04/2022,683,6455498,1252,5994949,2093,4273098
region,London,E12000007,05/04/2022,765,6454815,1570,5993697,2255,4271005
region,London,E12000007,04/04/2022,762,6454050,1592,5992127,2483,4268750
region,London,E12000007,03/04/2022,327,6453288,891,5990535,963,4266267
region,London,E12000007,02/04/2022,901,6452961,2494,5989644,2886,4265304
region,London,E12000007,01/04/2022,830,6452060,2162,5987150,2666,4262418
region,London,E12000007,31/03/2022,671,6451230,1760,5984988,2250,4259752
region,London,E12000007,30/03/2022,637,6450559,1773,5983228,2484,4257502
region,London,E12000007,29/03/2022,600,6449922,1744,5981455,2497,4255018
region,London,E12000007,28/03/2022,624,6449322,1706,5979711,2693,4252521
region,London,E12000007,27/03/2022,294,6448698,1027,5978005,1062,4249828
region,London,E12000007,26/03/2022,1168,6448404,3413,5976978,3348,4248766
region,London,E12000007,25/03/2022,859,6447236,2377,5973565,3091,4245418
region,London,E12000007,24/03/2022,636,6446377,1780,5971188,2408,4242327
region,London,E12000007,23/03/2022,667,6445741,1583,5969408,2504,4239919
region,London,E12000007,22/03/2022,679,6445074,1832,5967825,2688,4237415
region,London,E12000007,21/03/2022,745,6444395,1811,5965993,2811,4234727
region,London,E12000007,20/03/2022,488,6443650,1366,5964182,1488,4231916
region,London,E12000007,19/03/2022,1164,6443162,3699,5962816,3760,4230428
region,London,E12000007,18/03/2022,867,6441998,2805,5959117,3279,4226668
region,London,E12000007,17/03/2022,656,6441131,1916,5956312,2519,4223389
region,London,E12000007,16/03/2022,664,6440475,1912,5954396,2571,4220870
region,London,E12000007,15/03/2022,879,6439811,2527,5952484,3105,4218299
region,London,E12000007,14/03/2022,854,6438932,2296,5949957,3195,4215194
region,London,E12000007,13/03/2022,497,6438078,1591,5947661,1650,4211999
region,London,E12000007,12/03/2022,1416,6437581,3958,5946070,4416,4210349
region,London,E12000007,11/03/2022,974,6436165,2924,5942112,3554,4205933
region,London,E12000007,10/03/2022,771,6435191,2323,5939188,2700,4202379
region,London,E12000007,09/03/2022,741,6434420,1721,5936865,2654,4199679
region,London,E12000007,08/03/2022,828,6433679,2209,5935144,2872,4197025
region,London,E12000007,07/03/2022,778,6432851,1939,5932935,3040,4194153
region,London,E12000007,06/03/2022,490,6432073,1299,5930996,1871,4191113
region,London,E12000007,05/03/2022,1235,6431583,3462,5929697,4554,4189242
region,London,E12000007,04/03/2022,1158,6430348,2680,5926235,3819,4184688
region,London,E12000007,03/03/2022,822,6429190,1876,5923555,2777,4180869
region,London,E12000007,02/03/2022,888,6428368,1735,5921679,2851,4178092
region,London,E12000007,01/03/2022,894,6427480,2146,5919944,3011,4175241
region,London,E12000007,28/02/2022,870,6426586,2144,5917798,3656,4172230
region,London,E12000007,27/02/2022,583,6425716,1405,5915654,2123,4168574
region,London,E12000007,26/02/2022,1552,6425133,3575,5914249,5185,4166451
region,London,E12000007,25/02/2022,1308,6423581,3129,5910674,4754,4161266
region,London,E12000007,24/02/2022,984,6422273,2187,5907545,3221,4156512
region,London,E12000007,23/02/2022,1197,6421289,2721,5905358,3863,4153291
region,London,E12000007,22/02/2022,1270,6420092,2715,5902637,4215,4149428
region,London,E12000007,21/02/2022,1006,6418822,2021,5899922,4237,4145213
region,London,E12000007,20/02/2022,605,6417816,1342,5897901,2007,4140976
region,London,E12000007,19/02/2022,1460,6417211,3078,5896559,5313,4138969
region,London,E12000007,18/02/2022,974,6415751,1938,5893481,3541,4133656
region,London,E12000007,17/02/2022,1547,6414777,2782,5891543,4870,4130115
region,London,E12000007,16/02/2022,1287,6413230,2461,5888761,5014,4125245
region,London,E12000007,15/02/2022,1477,6411943,2574,5886300,5077,4120231
region,London,E12000007,14/02/2022,1389,6410466,2507,5883726,5330,4115154
region,London,E12000007,13/02/2022,827,6409077,1867,5881219,2616,4109824
region,London,E12000007,12/02/2022,2026,6408250,4285,5879352,7749,4107208
region,London,E12000007,11/02/2022,1675,6406224,3899,5875067,7659,4099459
region,London,E12000007,10/02/2022,1313,6404549,2886,5871168,4857,4091800
region,London,E12000007,09/02/2022,1541,6403236,3208,5868282,4703,4086943
region,London,E12000007,08/02/2022,1488,6401695,2842,5865074,5191,4082240
region,London,E12000007,07/02/2022,1443,6400207,2803,5862232,5756,4077049
region,London,E12000007,06/02/2022,920,6398764,2123,5859429,3110,4071293
region,London,E12000007,05/02/2022,2035,6397844,4555,5857306,7448,4068183
region,London,E12000007,04/02/2022,1811,6395809,3426,5852751,6249,4060735
region,London,E12000007,03/02/2022,1618,6393998,2761,5849325,6132,4054486
region,London,E12000007,02/02/2022,1781,6392380,2878,5846564,5751,4048354
region,London,E12000007,01/02/2022,1925,6390599,2968,5843686,6037,4042603
region,London,E12000007,31/01/2022,1965,6388674,2960,5840718,6839,4036566
